location,district,area,bed,latitude,longitude,price,type
"6 Greenfield Place, Harold's Cross, Dublin 6",6,91 m²,2 Bed,53.3268164,-6.2738083,"€ 565,000",Terrace
"6 Griffith Terrace, Earls Street South, D08C3H9, Dublin 8",8,75 m²,3 Bed,53.3415678,-6.2800736,"€ 325,000",Terrace
"6 Hampton Court, Bloomfield Avenue, Donnybrook, Dublin 4",4,35 m²,1 Bed,53.3263013,-6.2441204,"€ 297,500",Apartment
"6 Hanbury Hall, Hanbury Lane, The Liberties, Dublin 8",8,54 m²,2 Bed,53.3423029,-6.2794926,"€ 285,000",Apartment
"6 Homeleigh, Porterstown, Castleknock, Dublin 15",15,1140 m²,5 Bed,53.3712684,-6.4034733,"€ 2,495,000",Detached
"6 Huxley Crescent, Cork Street, Dublin 8",8,null,3 Bed,53.3364411,-6.2891859,"€ 445,000",Semi-D
"6 Huxley Crescent, Cork Street, Dublin 8",8,100 m²,3 Bed,53.3364411,-6.2891859,"€ 445,000",Semi-D
"6 Kenler, Bearna Park, Sandyford, Dublin 18",18,130 m²,3 Bed,53.2693198,-6.222674,"€ 685,000",Semi-D
"6 Langrishe Place, North City Centre, D01W1X7, Dublin 1",1,85 m²,3 Bed,53.3550021,-6.2561705,"€ 435,000",Terrace
"6 Leukos Road, Ringsend, Irishtown, Dublin 4",4,109 m²,3 Bed,53.3410434,-6.2149083,"€ 559,950",Terrace
"6 Linden, 31-33 Merrion Road, Ballsbridge, Dublin 4",4,95 m²,2 Bed,53.3245869,-6.2233502,"€ 850,000",Apartment
"6 Lorcan Park, Santry, Dublin 9",9,93 m²,3 Bed,53.3902052,-6.2406488,"€ 400,000",Semi-D
"6 Magenta Hall, Santry, Dublin 9",9,105 m²,3 Bed,53.3944473,-6.2445829,"€ 350,000",Semi-D
"6 Manorfields Close, Castaheany, Clonee, Dublin 15",15,70 m²,2 Bed,53.3961187,-6.4246534,"€ 260,000",Terrace
"6 Maple Court, 40-42 Terenure Road East, Rathgar, Dublin 6",6,63 m²,2 Bed,53.3118333,-6.2769177,"€ 375,000",Apartment
"6 O'Donoghue Street, Inchicore, Dublin 8",8,60 m²,2 Bed,53.3369909,-6.3298449,"€ 295,000",Terrace
"6 Rathmore Avenue, Tyrellstown, Tyrrelstown, Dublin 15",15,100 m²,3 Bed,53.4198454,-6.3829136,"€ 295,000",Semi-D
"6 Rockbrae Hall, Ticknock Dale, Sandyford, Dublin 18",18,79 m²,2 Bed,53.2694538,-6.2447925,"€ 295,000",Apartment
"6 Sackville Gardens, Ballybough, Dublin 3",3,133 m²,5 Bed,53.3588286,-6.2478157,"€ 450,000",End of Terrace
"6 Seagrave Court, Finglas, Dublin 11",11,null,3 Bed,53.4060341,-6.2952379,"€ 249,950",Duplex
"6 St. Peter's Square, D.7, D07DA21, Phibsborough, Dublin 7",7,67 m²,2 Bed,53.3614409,-6.2719542,"€ 330,000",Duplex
"6 Stocking Wood Manor, Rathfarnham, Dublin 14",14,123 m²,4 Bed,53.2716161,-6.3154504,"€ 520,000",Semi-D
"6 Taney Green Taney Road Dundrum Dublin 14, Dundrum, Dublin 14",14,170 m²,5 Bed,53.292737,-6.2432347,"€ 875,000",Semi-D
"6 The Tramyard, Spa Road, Inchicore, Dublin 8",8,60 m²,2 Bed,53.3390313,-6.3196543,"€ 240,000",Apartment
"6 Thompson Cottages, North Circular Road, Dublin 7",7,48 m²,2 Bed,53.3570053,-6.2509896,"€ 238,000",Terrace
"6 Tower Villas, Rathgar, Dublin 6",6,84 m²,3 Bed,53.3119124,-6.2789455,"€ 625,000",End of Terrace
"6 Vergemount Hall, Clonskeagh Road, Ranelagh, Dublin 6",6,265 m²,4 Bed,53.3166079,-6.2396355,"€ 1,700,000",End of Terrace
"6 Wainsfort Avenue, Terenure, Dublin 6",6,121 m²,4 Bed,53.3049243,-6.3077509,"€ 520,000",Semi-D
"60 Bushy Park Road, Rathgar, Dublin 6",6,175 m²,4 Bed,53.30763,-6.279262,"€ 1,095,000",Semi-D
"60 Dalcassian Downs, Glasnevin, Dublin 11",11,98 m²,3 Bed,53.3657029,-6.2734407,"€ 475,000",Terrace
"60 Hybreasal House, Kilmainham, South Circular Road, Dublin 8",8,76 m²,2 Bed,53.3388279,-6.3051581,"€ 345,000",Apartment
"60 Ludford Drive, Ballinteer, Dublin 16",16,155 m²,4 Bed,53.2814909,-6.2512922,"€ 650,000",Semi-D
"60 St Peters Crescent, Greenhills, Dublin 12",12,null,3 Bed,53.3116792,-6.3249314,"€ 370,000",Terrace
"601 The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",18,50 m²,1 Bed,53.2768805,-6.2169303,"€ 275,000",Apartment
605 Clonard Road Crumlin Dublin 12,12,null,4 Bed,53.3186374,-6.3005908,"€ 1,500,000",Semi-D
"61 Baltrasna House, Spencer Dock, IFSC, Dublin 1",1,67 m²,2 Bed,53.3494306,-6.2386257,"€ 395,000",Apartment
"61 Cairnbrook Avenue, Carrickmines, Dublin 18",18,105 m²,3 Bed,53.2468969,-6.1824043,"€ 550,000",End of Terrace
"61 Homelawn Road, Tallaght, Dublin 24",24,null,3 Bed,53.2844808,-6.3530602,"€ 289,000",End of Terrace
"61 Silloge Gardens, Ballymun, Dublin 9",9,null,4 Bed,53.3935197,-6.2676219,"€ 224,950",Terrace
"61 Skelligs Court, Waterville, Blanchardstown, Dublin 15",15,90 m²,2 Bed,53.3955811,-6.3717246,"€ 260,000",Duplex
"61 St Eithe Road, Cabra, Dublin 7",7,71 m²,3 Bed,53.3658732,-6.2863703,"€ 350,000",Terrace
"610 Beacon One, Beacon Court, Sandyford, Dublin 18",18,50 m²,1 Bed,53.276225,-6.2207062,"€ 295,000",Apartment
"62 Ballintyre Grove, Ballinteer, Dublin 16",16,95 m²,3 Bed,53.2763362,-6.2524816,"€ 425,000",Apartment
"62 Bannow Road, Cabra West, Cabra, Dublin 7",7,76 m²,3 Bed,53.3680802,-6.2897917,"€ 345,000",Terrace
"62 Beech House, Red Arches Drive, Baldoyle, Dublin 13",13,null,2 Bed,53.4020544,-6.1402797,"€ 285,000",Apartment
"62 Cedar Brook Walk, Cherry Orchard, Ballyfermot, Dublin 10",10,80 m²,2 Bed,53.337493,-6.3815498,"€ 219,950",Apartment
"62 Collins Avenue, Beaumont, Dublin 9",9,82 m²,2 Bed,53.3774656,-6.2246736,"€ 329,000",Semi-D
"62 Grove Park Avenue, Glasnevin, Dublin 11",11,null,3 Bed,53.3912259,-6.2817603,"€ 430,000",Semi-D
"62 Kiltipper Gate, Tallaght, Dublin 24",24,56 m²,2 Bed,53.2702396,-6.3714219,"€ 225,000",Apartment
"62 Kimmage Grove, Kimmage, Dublin 12",12,79 m²,3 Bed,53.3166958,-6.2928912,"€ 395,000",Semi-D
"62 Merton Drive, Ranelagh, Dublin 6",6,142 m²,4 Bed,53.3234563,-6.2505421,"€ 1,395,000",Semi-D
"62 Newgrange Road, Cabra, Dublin 7",7,101 m²,2 Bed,53.3619275,-6.2808057,"€ 450,000",End of Terrace
"62 Rossfield Park, Tallaght, Dublin 24",24,null,3 Bed,53.2879394,-6.4001939,"€ 259,950",End of Terrace
"623 Howth Road, Raheny, Dublin 5",5,240 m²,4 Bed,53.3811226,-6.1546535,"€ 1,200,000",Semi-D
"63 Brian Avenue, Marino, Dublin 3",3,110 m²,4 Bed,53.3693388,-6.2334275,"€ 575,000",End of Terrace
"63 Carlingford Parade, Dublin 2",2,60 m²,2 Bed,53.3405521,-6.2425069,"€ 395,000",Terrace
"63 Loreto Avenue, Rathfarnham, Dublin 14",14,91 m²,3 Bed,53.2898445,-6.2744072,"€ 395,000",Terrace
"63 Marlfield Place, Kiltipper, Tallaght, Dublin 24",24,98 m²,3 Bed,53.2711086,-6.3700938,"€ 279,000",End of Terrace
"63 Maryville Road, Raheny, Dublin 5",5,98 m²,3 Bed,53.3771711,-6.1837426,"€ 450,000",Terrace
"63 Old County Road, Crumlin, Dublin 12",12,96 m²,3 Bed,53.3275812,-6.3037719,"€ 375,000",Terrace
"63 Phibblestown House, Clonsilla, Dublin 15",15,64 m²,2 Bed,53.3993929,-6.436471,"€ 225,000",Apartment
"63 Shanowen Park, Santry, Dublin 9",9,80 m²,3 Bed,53.3896324,-6.2619449,"€ 345,000",Semi-D
"63 The Red Mill, Brunswick Street North, Smithfield, Dublin 7",7,100 m²,3 Bed,53.3504138,-6.2780647,"€ 475,000",Apartment
"64 Ballyshannon Road, Coolock, Dublin 5",5,101 m²,3 Bed,53.3937177,-6.2252367,"€ 295,000",End of Terrace
"64 Bangor Road, Crumlin, Dublin 12",12,75 m²,2 Bed,53.3257735,-6.3025417,"€ 225,000",Terrace
"64 Dodder Park Road, Rathfarnham, Dublin 14",14,94 m²,3 Bed,53.3038392,-6.2755102,"€ 625,000",Semi-D
"64 Irishtown Road, Irishtown, Dublin 4",4,135 m²,3 Bed,53.3401471,-6.2242839,"€ 775,000",Terrace
"64 Walsh Road, Drumcondra, Dublin 9",9,74 m²,3 Bed,53.3734212,-6.261381,"€ 350,000",End of Terrace
"65 Burnell Park Lawn, Castleknock, Dublin 15",15,null,4 Bed,53.3708667,-6.3874553,"€ 680,000",Semi-D
"65 Highfield Road, Rathgar, Dublin 6",6,320 m²,5 Bed,53.3130382,-6.2690253,"€ 2,395,000",Detached
"65 Hollybank Road, Drumcondra, Dublin 9",9,185 m²,4 Bed,53.3676087,-6.259398,"€ 850,000",Terrace
"65 Kenilworth Square South, Rathgar, Dublin 6",6,253 m²,4 Bed,53.3174211,-6.2733754,"€ 1,350,000",End of Terrace
"65 Olcovar, Shankill, Dublin 18",18,112 m²,4 Bed,53.2274368,-6.126188,"€ 560,000",Terrace
"65 The Square, Larch Hill, Santry, Dublin 9",9,null,2 Bed,53.398899,-6.2279802,"€ 239,950",Apartment
"65 Tymon North Road, Tallaght, Dublin 24",24,89 m²,3 Bed,53.2957385,-6.3461197,"€ 270,000",Semi-D
"654 Whitechurch Road, Rathfarnham, Dublin 16",16,131 m²,3 Bed,53.2754109,-6.2822343,"€ 650,000",Bungalow
"65a & 65 Leinster Avenue, North Strand, Dublin 3",3,null,2 Bed,53.3581769,-6.2369287,"€ 375,000",Apartment
"66 Ardilaun Court, 1 Sybil Hill Road, Raheny, Dublin 5",5,87 m²,2 Bed,53.3750391,-6.1945096,"€ 550,000",Apartment
"66 Ballinteer Crescent, Ballinteer, Dublin 16",16,122 m²,3 Bed,53.2765991,-6.2534592,"€ 495,000",Semi-D
"66 Bannow Road, Cabra, Dublin 7",7,74 m²,2 Bed,53.3681777,-6.2897744,"€ 335,000",Terrace
"66 Beechwood Avenue Upper Ranelagh Dublin 6, Ranelagh, Dublin 6",6,164 m²,3 Bed,53.3203882,-6.2536872,"€ 1,295,000",End of Terrace
"66 College Square, Wainsfort Manor Drive, Terenure, Dublin 6",6,188 m²,4 Bed,53.307198,-6.307095,"€ 780,000",Semi-D
"66 Durrow Road, Crumlin, Dublin 12",12,null,2 Bed,53.3275812,-6.3037719,"€ 300,000",Terrace
"66 Fairview Close, Richmond Avenue, Fairview, Dublin 3",3,52 m²,1 Bed,53.3633941,-6.2417744,"€ 230,000",Apartment
"66 Lissadel Drive, Drimnagh, Dublin 12",12,null,3 Bed,53.3319215,-6.3132949,"€ 300,000",Terrace
"66 Saint Teresa's Road, Crumlin, Dublin 12",12,116 m²,3 Bed,53.3176657,-6.3130398,"€ 425,000",Semi-D
"67 Anne Devlin Park, Rathfarnham, Dublin 14",14,null,3 Bed,53.289299,-6.2995515,"€ 595,000",Semi-D
"67 Baggot Street Lower, Dublin 2",2,412 m²,5 Bed,53.3349871,-6.2459531,"€ 1,950,000",Terrace
"67 Castlemoyne, Balgriffin, Dublin 13",13,154 m²,4 Bed,53.4090112,-6.170196,"€ 475,000",Semi-D
"67 Derravaragh Road, Terenure, Dublin 6",6,null,3 Bed,53.3129718,-6.2933266,"€ 475,000",Terrace
"67 Garville Avenue Upper, Rathgar, Dublin 6",6,205 m²,4 Bed,53.314938,-6.2780597,"€ 1,395,000",Terrace
"67 Hunters Green, Hunters Wood, Ballycullen, Dublin 16",16,97 m²,2 Bed,53.2700341,-6.3319351,"€ 290,000",Duplex
"67 Kinvara Road, Navan Road (D7), Dublin 7",7,null,3 Bed,53.3709627,-6.3204714,"€ 420,000",End of Terrace
"67 Richmond Road, Drumcondra, Dublin 3",3,111 m²,3 Bed,53.368131,-6.2516115,"€ 650,000",Terrace
"67 St Josephs Place, Phibsborough, Dublin 7",7,80 m²,2 Bed,53.3571236,-6.2672444,"€ 315,000",Terrace
"68 Abberley Square, Belgard Road, Tallaght, Dublin 24",24,86 m²,2 Bed,53.2878803,-6.3667143,"€ 240,000",Apartment
"68 Addison Drive, Glasnevin, Dublin 11",11,null,3 Bed,53.3766163,-6.2769488,"€ 399,950",Duplex
"68 Harolds Cross Cottages, Harold's Cross, Dublin 6",6,40 m²,2 Bed,53.3283709,-6.2742828,"€ 334,950",Terrace
"68 Holywell, Goatstown, Dublin 14",14,124 m²,3 Bed,53.2845707,-6.226474,"€ 675,000",Terrace
"68 Hyde Square, South Circular Road, Dublin 8",8,null,2 Bed,53.3390433,-6.3038689,"€ 425,000",Apartment
"68 Montrose Crescent, Artane, Dublin 5",5,null,3 Bed,53.3891058,-6.2166815,"€ 430,000",Semi-D
"68 Saint Jarlath Road, Cabra, Dublin 7",7,67 m²,2 Bed,53.3653972,-6.2862375,"€ 295,000",Terrace
"685 Collins Avenue Extension, Whitehall, Dublin 9",9,87 m²,3 Bed,53.3886151,-6.2632712,"€ 375,000",Semi-D
"69 Celtic Park Avenue, Whitehall, Dublin 9",9,null,3 Bed,53.380458,-6.230949,"€ 384,950",Terrace
"69 Ellesmere Avenue, North Circular Road, Dublin 7",7,125 m²,4 Bed,53.3576512,-6.2916157,"€ 525,000",End of Terrace
"69 Glenview Park, Tallaght, Dublin 24",24,null,3 Bed,53.2893283,-6.3411951,"€ 340,000",End of Terrace
"69 Rathdown Park, Terenure, Dublin 6",6,209 m²,5 Bed,53.3072196,-6.2883754,"€ 1,250,000",Semi-D
"69 The Coombe, The Liberties, Dublin 8",8,null,2 Bed,53.3395268,-6.2797616,"€ 320,000",Terrace
"698 Lucan Road Chapelizod Dublin 20, Chapelizod, Dublin 20",20,90 m²,2 Bed,53.3490448,-6.3483586,"€ 475,000",Semi-D
"69A Glasnevin Park, Glasnevin, Dublin 11",11,104 m²,3 Bed,53.3889409,-6.2727203,"€ 575,000",Detached
"7 Aideen Drive, Terenure, Dublin 6",6,69 m²,3 Bed,53.3152858,-6.2940637,"€ 425,000",Terrace
"7 Aideen Mews, Aideen Place, Terenure, Dublin 6",6,134 m²,4 Bed,53.3157817,-6.2918816,"€ 625,000",Semi-D
"7 Ailesbury Wood Ailesbury Road Dublin 4, Ballsbridge, Dublin 4",4,167 m²,3 Bed,53.3193686,-6.2199725,"€ 1,950,000",Terrace
"7 Allendale Drive, Clonsilla, Dublin 15",15,null,3 Bed,53.3933249,-6.4299853,"€ 355,000",Semi-D
"7 Annadale Upper Churchtown Road Churchtown Dublin 14, Churchtown, Dublin 14",14,111 m²,3 Bed,53.2948252,-6.2554454,"€ 435,000",Terrace
"7 Ardee Grove, Ardee Road, Rathmines, Dublin 6",6,null,2 Bed,53.3259333,-6.2672012,"€ 400,000",Terrace
"7 Arranmore, 13_17 Pembroke Road, Ballsbridge, Dublin 4",4,39 m²,1 Bed,53.3324643,-6.2425468,"€ 270,000",Apartment
"7 Beau Park Mews, Clongriffin, Dublin 13",13,59 m²,2 Bed,53.4015768,-6.1524247,"€ 230,000",Apartment
"7 Birchview Court, Kilnamanagh, Dublin 24",24,92 m²,3 Bed,53.2997394,-6.3572972,"€ 325,000",Semi-D
"7 Camac Terrace, Kilmainham Lane, Kilmainham, Dublin 8",8,85 m²,3 Bed,53.3400251,-6.3184656,"€ 295,000",End of Terrace
"7 Camac View, Kilmainham, Dublin 8",8,78 m²,2 Bed,53.3419054,-6.3005565,"€ 365,000",Apartment
"7 Chapelwood Green, Hollystown, Dublin 15",15,173 m²,4 Bed,53.4334629,-6.3755613,"€ 425,000",Detached
"7 Church Park Drive, Harold's Cross, Dublin 6",6,98 m²,3 Bed,53.3267474,-6.2810512,"€ 475,000",Terrace
"7 Claremont Court, Claremont Road, Sandymount, Dublin 4",4,45 m²,1 Bed,53.3315212,-6.2223434,"€ 325,000",Apartment
"7 Clarion Quay, Block 7, IFSC, Dublin 1",1,83 m²,2 Bed,53.3490556,-6.2447174,"€ 425,000",Apartment
"7 Coolock Village, Coolock, Dublin 5",5,88 m²,3 Bed,53.3882315,-6.199216,"€ 320,000",Terrace
"7 Fairhaven Road, Castleknock, Dublin 15",15,124 m²,4 Bed,53.3726115,-6.3420785,"€ 690,000",Semi-D
"7 Garrynisk Square, Tallaght, Dublin 24",24,120 m²,4 Bed,53.3009554,-6.3759365,"€ 260,000",Terrace
"7 Glenville Way, Blanchardstown, Dublin 15",15,128 m²,4 Bed,53.3834017,-6.3844978,"€ 470,000",Semi-D
"7 Gulistan Place, Rathmines, Dublin 6",6,70 m²,3 Bed,53.3239977,-6.2616839,"€ 475,000",Terrace
"7 Kenilworth Road, Rathgar, Dublin 6",6,305 m²,6 Bed,53.3201451,-6.2737929,"€ 1,650,000",Terrace
"7 Killarney Avenue, Northwall, North Wall, Dublin 1",1,null,4 Bed,53.3540147,-6.2489768,"€ 330,000",Terrace
"7 Kimmage Grove, Kimmage, Dublin 6W",6W,98 m²,3 Bed,53.3166317,-6.291626,"€ 395,000",Terrace
"7 Latchford Drive, Castaheany, Clonee, Dublin 15",15,null,4 Bed,53.3984527,-6.4337121,"€ 395,000",Terrace
"7 Melville Terrace, Meakstown, Finglas, Dublin 11",11,null,5 Bed,53.3999498,-6.2919517,"€ 385,000",Semi-D
"7 Oaklands Terrace, Terenure, Dublin 6",6,108 m²,2 Bed,53.3129663,-6.2801793,"€ 675,000",Terrace
"7 O'Neachtain Road, Drumcondra, Dublin 9",9,72 m²,2 Bed,53.371195,-6.2599779,"€ 350,000",Terrace
"7 Parkhill Way, Kilnamanagh, Tallaght, Dublin 24",24,null,4 Bed,53.3012722,-6.3655476,"€ 325,000",Semi-D
"7 Parkview, Verdemont, Blanchardstown, Dublin 15",15,75 m²,2 Bed,53.3715802,-6.3470645,"€ 230,000",Duplex
"7 Phelan Drive West, Ashtown, Dublin 15",15,119 m²,3 Bed,53.3769777,-6.314235,"€ 445,000",End of Terrace
"7 Prospect Meadows, Rathfarnham, Dublin 16",16,92 m²,3 Bed,53.2760523,-6.2994111,"€ 450,000",Semi-D
"7 Saddlers Crescent, Old Navan Road, Mulhuddart, Dublin 15",15,118 m²,3 Bed,53.4010365,-6.3968253,"€ 299,000",Semi-D
"7 Sorrel Dale, Clonsilla, Dublin 15",15,null,4 Bed,53.3862304,-6.4069441,"€ 424,950",Semi-D
"7 St. Esra Close, Killester, Dublin 5",5,98 m²,3 Bed,53.3769315,-6.2091851,"€ 460,000",Semi-D
"7 St. Stephens, Leeson Lane, Dublin 2",2,85 m²,2 Bed,53.3363651,-6.2554379,"€ 550,000",Apartment
"7 The Copse, Drumcondra, Dublin 3",3,222 m²,5 Bed,53.3730891,-6.2492558,"€ 1,200,000",Detached
"7 The Farmyard, Hybreasel, Dublin 8",8,89 m²,1 Bed,53.338749,-6.3063909,"€ 330,000",Townhouse
"7 Villa Park Drive, Dublin 7",7,125 m²,3 Bed,53.2644157,-6.166342,"€ 550,000",End of Terrace
"7 Walnut Avenue, Kingswood, Tallaght, Dublin 24",24,91 m²,3 Bed,53.3082754,-6.3664646,"€ 345,000",Semi-D
"70 Derravaragh Road Terenure Dublin 6W, Terenure, Dublin 6",6,115 m²,3 Bed,53.313133,-6.2937118,"€ 575,000",Semi-D
"70 Fernleigh Drive, Castleknock, Dublin 15",15,142 m²,3 Bed,53.3726176,-6.40381,"€ 390,000",Terrace
"70 Fourth Avenue, North Wall, Dublin 1",1,46 m²,1 Bed,53.3525199,-6.2428292,"€ 199,000",Terrace
"70 Lower Kimmage Road, Harold's Cross, Dublin 6",6,181 m²,4 Bed,53.3150079,-6.2822702,"€ 895,000",End of Terrace
"70 Saint Anne's Avenue, Raheny, Dublin 5",5,101 m²,3 Bed,53.3758735,-6.1741429,"€ 595,000",Terrace
"70 Waterloo Road, Ballsbridge, Dublin 4",4,227 m²,6 Bed,53.3294922,-6.2444271,"€ 1,350,000",Terrace
"70 Wellington Road, Ballsbridge, Dublin 4",4,360 m²,6 Bed,53.3286548,-6.2411089,"€ 3,000,000",End of Terrace
"71 Larkhill Road, Whitehall, Dublin 9",9,60 m²,2 Bed,53.3876615,-6.2495021,"€ 345,000",Terrace
"71 Premier Square, Glasnevin, Dublin 11",11,70 m²,2 Bed,53.3817894,-6.2897619,"€ 225,000",Apartment
"71 Seaview Avenue East, East Wall, Dublin 3",3,null,2 Bed,53.3559821,-6.23571,"€ 325,000",End of Terrace
"71 Stannaway Avenue, Crumlin, Dublin 12",12,68 m²,2 Bed,53.3275812,-6.3037719,"€ 315,000",Semi-D
"71 Tritonville Road, Sandymount, Dublin 4",4,150 m²,3 Bed,53.3349246,-6.2222188,"€ 1,100,000",Semi-D
"71 Walkinstown Avenue, Walkinstown, Dublin 12",12,80 m²,2 Bed,53.3194357,-6.3362208,"€ 310,000",End of Terrace
"71A Plunkett Crescent, Finglas West, Finglas, Dublin 11",11,74 m²,3 Bed,53.3987625,-6.3124362,"€ 270,000",Semi-D
"72 Annagh Court, Blanchardstown, Dublin 15",15,77 m²,2 Bed,53.3947597,-6.3739088,"€ 249,000",Duplex
"72 Murphystown Road, Leopardstown, Dublin 18",18,121 m²,4 Bed,53.2672273,-6.2103816,"€ 595,000",Semi-D
"72 Park Avenue, Castleknock, Dublin 15",15,115 m²,3 Bed,53.3734799,-6.3704863,"€ 650,000",Bungalow
"73 Aran Court, Waterville, Blanchardstown, Dublin 15",15,94 m²,2 Bed,53.3936551,-6.3733514,"€ 285,000",Duplex
"73 Ballyshannon Road, Kilmore, Dublin 5",5,79 m²,4 Bed,53.393066,-6.226321,"€ 295,000",Terrace
"73 Carlingford Road, Drumcondra, Dublin 3",3,88 m²,3 Bed,53.3669082,-6.2606734,"€ 590,000",Terrace
"73 Clarence Mangan Rd, The Tenters, South City Centre, Dublin 8",8,94 m²,2 Bed,53.3345485,-6.2776106,"€ 550,000",End of Terrace
"73 Clonmacnoise Road, Crumlin, Dublin 12",12,78 m²,2 Bed,53.3275812,-6.3037719,"€ 335,000",End of Terrace
"73 Finglas Place, Finglas East, Finglas, Dublin 11",11,79 m²,2 Bed,53.3869225,-6.2955871,"€ 249,950",End of Terrace
"73 Foxrock Park, Foxrock, Dublin 18",18,154 m²,4 Bed,53.275813,-6.1760986,"€ 699,000",Semi-D
"73 Hollybank Road, Drumcondra, Dublin 9",9,171 m²,3 Bed,53.3676864,-6.2597542,"€ 825,000",End of Terrace
"73 Lanesborough Mews, Finglas, Dublin 11",11,null,2 Bed,53.4026393,-6.2939188,"€ 199,950",Apartment
"73 Red Arches Avenue, The Coast, Baldoyle, Dublin 13",13,82 m²,2 Bed,53.4014531,-6.1428492,"€ 259,950",Duplex
"73 The Moyle, Prospect Hill, Finglas, Dublin 11",11,null,2 Bed,53.3813276,-6.2905908,"€ 234,950",Apartment
"739 Virginia Heights, Springfield, Tallaght, Dublin 24",24,null,3 Bed,53.289207,-6.379697,"€ 349,950",Semi-D
"74 Castle Lawns, Balrothery, Tallaght, Dublin 24",24,null,3 Bed,53.2928062,-6.3376162,"€ 295,000",Terrace
"74 Forestwood Avenue, Santry, Dublin 9",9,null,3 Bed,53.4001716,-6.2607212,"€ 270,000",Terrace
"74 Grove Park Avenue, Glasnevin, Dublin 11",11,125 m²,3 Bed,53.3912341,-6.2809617,"€ 425,000",Semi-D
"74 Moatview Avenue, Priorswood, Dublin 17",17,85 m²,3 Bed,53.4011017,-6.1989449,"€ 250,000",Terrace
"74 Monksfield Heights, Clondalkin, Dublin 22",22,88 m²,3 Bed,53.3208698,-6.3728569,"€ 315,000",Semi-D
"74 Pimlico, Pimlico, Dublin 8",8,null,2 Bed,53.3395062,-6.2799783,"€ 325,000",Terrace
"74 Rathmines Road Upper, Rathmines, Dublin 6",6,123 m²,3 Bed,53.3193397,-6.2642868,"€ 1,050,000",End of Terrace
"75 Cherrywood Grove, Clondalkin, Dublin 22",22,null,3 Bed,53.3207254,-6.407854,"€ 259,000",Semi-D
"75 Clonliffe Avenue, Drumcondra, Dublin 3",3,85 m²,3 Bed,53.36066,-6.2442871,"€ 425,000",End of Terrace
"75 Glencloy Road, Whitehall, Dublin 9",9,85 m²,2 Bed,53.3843115,-6.2477479,"€ 345,000",Terrace
"75 Home Villas, Donnybrook, Dublin 4",4,66 m²,2 Bed,53.3244947,-6.2366415,"€ 525,000",Terrace
"75 Hunters Walk, Ballycullen, Dublin 24",24,101 m²,3 Bed,53.2715141,-6.3292199,"€ 399,000",Detached
"75 Kirwan Street Cottages, Stoneybatter, Dublin 7",7,35 m²,2 Bed,53.353179,-6.2823349,"€ 270,000",Terrace
"75 Northbrook Avenue, Ranelagh, Dublin 6",6,72 m²,2 Bed,53.327295,-6.2536888,"€ 630,000",Semi-D
"76 Churchtown Road Lower, Churchtown, Dublin 14",14,79 m²,2 Bed,53.3004784,-6.251716,"€ 525,000",Terrace
"76 Clearstream Court, McKee Avenue, Finglas, Dublin 11",11,56 m²,2 Bed,53.3929313,-6.3002773,"€ 220,000",Apartment
"76 Larkfield Grove, Harold's Cross, Harold's Cross, Dublin 6",6,73 m²,3 Bed,53.3164474,-6.289504,"€ 450,000",Terrace
"76 Mountain View Park, Churchtown, Dublin 14",14,85 m²,3 Bed,53.2906691,-6.2622218,"€ 440,000",Terrace
"76 Orwell Park Rise, Templeogue, Dublin 6W",6W,125 m²,3 Bed,53.2990745,-6.3246021,"€ 535,000",Semi-D
"76 Raphoe Road, Crumlin, Dublin 12",12,null,3 Bed,53.3260008,-6.3128419,"€ 374,950",Terrace
"76 Sandymount Road, Sandymount, Dublin 4",4,131 m²,3 Bed,53.331959,-6.2159912,"€ 1,100,000",Semi-D
"76 Shrewsbury Square, Sandymount Avenue, Ballsbridge, Dublin 4",4,90 m²,2 Bed,53.3253658,-6.2201552,"€ 795,000",Apartment
"77 Abbotstown Road, Finglas West, Finglas, Dublin 11",11,75 m²,3 Bed,53.38687,-6.3154533,"€ 215,000",Terrace
"77 Benmadigan Road, Drimnagh, Dublin 12",12,null,2 Bed,53.3336187,-6.3166752,"€ 274,950",End of Terrace
"77 Botanic Road, Glasnevin, Dublin 9",9,189 m²,4 Bed,53.3684461,-6.2696202,"€ 795,000",End of Terrace
"77 Hampton Wood Road, Finglas, Dublin 11",11,null,3 Bed,53.4047463,-6.2886853,"€ 249,950",Duplex
"77 Loreto Row, Rathfarnham, Dublin 14",14,88 m²,3 Bed,53.2887665,-6.2719722,"€ 395,000",Terrace
